COMUNE;COMUNE ADIACENTE;Provincia;Regione;Provincia comune vicino;Regione comune vicino;Zona appertenenza protezione civile;Sigla provincia
Ventasso;Comano;Reggio Emilia;Emilia-Romagna;Massa-Carrara;Toscana;E1;RE
Ventasso;Fivizzano;Reggio Emilia;Emilia-Romagna;Massa-Carrara;Toscana;E1;RE
Ventasso;Sillano Giuncugnano;Reggio Emilia;Emilia-Romagna;Lucca;Toscana;E1;RE
Vetto;Neviano degli Arduini;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
Vetto;Palanzano;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
Vetto;Canossa;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vetto;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vetto;Ventasso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;Albinea;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;Canossa;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;Casina;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;Quattro Castella;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;San Polo d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Vezzano sul Crostolo;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Albinea;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Baiso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Casina;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Castellarano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Scandiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Viano;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Villa Minozzo;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Villa Minozzo;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Villa Minozzo;Toano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Villa Minozzo;Ventasso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Villa Minozzo;Frassinoro;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E1;RE
Villa Minozzo;Castiglione di Garfagnana;Reggio Emilia;Emilia-Romagna;Lucca;Toscana;E1;RE
Villa Minozzo;Sillano Giuncugnano;Reggio Emilia;Emilia-Romagna;Lucca;Toscana;E1;RE
Villa Minozzo;Villa Collemandina;Reggio Emilia;Emilia-Romagna;Lucca;Toscana;E1;RE
Bastiglia;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bastiglia;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bastiglia;Soliera;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Bastiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Nonantola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Ravarino;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Bomporto;Soliera;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Campogalliano;Correggio;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Campogalliano;Rubiera;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Campogalliano;San Martino in Rio;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Campogalliano;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Campogalliano;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;Finale Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;Ravarino;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;San Felice sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Camposanto;Crevalcore;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Carpi;Correggio;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Carpi;Fabbrico;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Carpi;Rio Saliceto;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Carpi;Rolo;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Carpi;Campogalliano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Carpi;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Carpi;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Carpi;Novi di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Carpi;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Carpi;Soliera;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Castelfranco Emilia;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Castelfranco Emilia;Nonantola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Castelfranco Emilia;San Cesario sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Castelfranco Emilia;Anzola dell'Emilia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Castelfranco Emilia;San Giovanni in Persiceto;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Castelfranco Emilia;Sant'Agata Bolognese;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Castelfranco Emilia;Valsamoggia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Castelnuovo Rangone;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelnuovo Rangone;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelnuovo Rangone;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelnuovo Rangone;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Castelnuovo Rangone;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Maranello;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Castelvetro di Modena;Vignola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Cavezzo;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Cavezzo;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Cavezzo;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Cavezzo;Novi di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Cavezzo;San Possidonio;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Cavezzo;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Concordia sulla Secchia;Moglia;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Concordia sulla Secchia;Quistello;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Concordia sulla Secchia;San Giacomo delle Segnate;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Concordia sulla Secchia;San Giovanni del Dosso;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Concordia sulla Secchia;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Concordia sulla Secchia;Novi di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Concordia sulla Secchia;San Possidonio;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Fanano;Fiumalbo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fanano;Montese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fanano;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fanano;Lizzano in Belvedere;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E1;MO
Fanano;Abetone Cutigliano;Modena;Emilia-Romagna;Pistoia;Toscana;E1;MO
Fanano;San Marcello Piteglio;Modena;Emilia-Romagna;Pistoia;Toscana;E1;MO
Finale Emilia;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Finale Emilia;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Finale Emilia;San Felice sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Finale Emilia;Crevalcore;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Finale Emilia;Bondeno;Modena;Emilia-Romagna;Ferrara;Emilia-Romagna;F1;MO
Finale Emilia;Cento;Modena;Emilia-Romagna;Ferrara;Emilia-Romagna;F1;MO
Fiorano Modenese;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Fiorano Modenese;Maranello;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Fiorano Modenese;Sassuolo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Fiorano Modenese;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Fiumalbo;Fanano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fiumalbo;Pievepelago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fiumalbo;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fiumalbo;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Fiumalbo;Coreglia Antelminelli;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Fiumalbo;Abetone Cutigliano;Modena;Emilia-Romagna;Pistoia;Toscana;E1;MO
Formigine;Casalgrande;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Formigine;Castelnuovo Rangone;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Formigine;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Formigine;Fiorano Modenese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Formigine;Maranello;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Formigine;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Formigine;Sassuolo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Frassinoro;Toano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;MO
Frassinoro;Villa Minozzo;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;MO
Frassinoro;Montefiorino;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Frassinoro;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Frassinoro;Pievepelago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Frassinoro;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Frassinoro;Castiglione di Garfagnana;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Guiglia;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Guiglia;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Guiglia;Savignano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Guiglia;Zocca;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Guiglia;Valsamoggia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E2;MO
Lama Mocogno;Montecreto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Lama Mocogno;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Lama Mocogno;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Lama Mocogno;Polinago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Lama Mocogno;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Maranello;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Maranello;Fiorano Modenese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Maranello;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Maranello;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Maranello;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Castelvetro di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Guiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Maranello;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Savignano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Marano sul Panaro;Vignola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Medolla;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Medolla;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Medolla;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Medolla;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Medolla;San Felice sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Medolla;San Prospero;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;Poggio Rusco;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Mirandola;San Giovanni del Dosso;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Mirandola;Sermide e Felonica;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Mirandola;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;Concordia sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;Finale Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;San Felice sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;San Possidonio;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Mirandola;Bondeno;Modena;Emilia-Romagna;Ferrara;Emilia-Romagna;F1;MO
Modena;Casalgrande;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Modena;Rubiera;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Modena;Bastiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Campogalliano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Castelfranco Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Castelnuovo Rangone;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Nonantola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;San Cesario sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Soliera;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Modena;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Montecreto;Lama Mocogno;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montecreto;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montecreto;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montecreto;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montefiorino;Toano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;MO
Montefiorino;Frassinoro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montefiorino;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montese;Fanano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montese;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montese;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montese;Zocca;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Montese;Castel d'Aiano;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E1;MO
Montese;Gaggio Montano;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E1;MO
Montese;Lizzano in Belvedere;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;E1;MO
Nonantola;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Nonantola;Castelfranco Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Nonantola;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Nonantola;Ravarino;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Nonantola;Crevalcore;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Nonantola;Sant'Agata Bolognese;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Novi di Modena;Moglia;Modena;Emilia-Romagna;Mantova;Lombardia;F1;MO
Novi di Modena;Rolo;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;MO
Novi di Modena;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Novi di Modena;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Novi di Modena;Concordia sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Novi di Modena;San Possidonio;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Palagano;Toano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;MO
Palagano;Frassinoro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Palagano;Lama Mocogno;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Palagano;Montefiorino;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Palagano;Polinago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Palagano;Prignano sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Palagano;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Pavullo nel Frignano;Guiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Lama Mocogno;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Montecreto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Montese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Polinago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pavullo nel Frignano;Zocca;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Pievepelago;Fiumalbo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Pievepelago;Frassinoro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Pievepelago;Riolunato;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Pievepelago;Barga;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Pievepelago;Castiglione di Garfagnana;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Pievepelago;Coreglia Antelminelli;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Pievepelago;Fosciandora;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Pievepelago;Pieve Fosciana;Modena;Emilia-Romagna;Lucca;Toscana;E1;MO
Polinago;Lama Mocogno;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Polinago;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Polinago;Pavullo nel Frignano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Polinago;Prignano sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Polinago;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Baiso;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Castellarano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Toano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Polinago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Sassuolo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Prignano sulla Secchia;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Ravarino;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Ravarino;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Ravarino;Nonantola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Ravarino;Crevalcore;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
Riolunato;Fiumalbo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Frassinoro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Lama Mocogno;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Montecreto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Palagano;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Pievepelago;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
Riolunato;Sestola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E1;MO
San Cesario sul Panaro;Castelfranco Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Cesario sul Panaro;Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Cesario sul Panaro;Savignano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Cesario sul Panaro;Spilamberto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Cesario sul Panaro;Valsamoggia;Modena;Emilia-Romagna;Bologna;Emilia-Romagna;F1;MO
San Felice sul Panaro;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Felice sul Panaro;Finale Emilia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Felice sul Panaro;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Felice sul Panaro;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Possidonio;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Possidonio;Concordia sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Possidonio;Mirandola;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Possidonio;Novi di Modena;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Bomporto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Camposanto;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Carpi;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Cavezzo;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Medolla;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
San Prospero;Soliera;Modena;Emilia-Romagna;Modena;Emilia-Romagna;F1;MO
Sassuolo;Casalgrande;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Sassuolo;Castellarano;Modena;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;MO
Sassuolo;Fiorano Modenese;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Sassuolo;Formigine;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Sassuolo;Prignano sulla Secchia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Sassuolo;Serramazzoni;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Savignano sul Panaro;Guiglia;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
Savignano sul Panaro;Marano sul Panaro;Modena;Emilia-Romagna;Modena;Emilia-Romagna;E2;MO
